timestamp,ip,label,status,response_time_ms
2025-10-17 01:50:08,8.8.8.8,Google DNS,online,52.53
2025-10-17 01:50:08,1.1.1.1,Cloudflare DNS,online,41.31
2025-10-17 01:50:08,10.59.249.15,Geethika's Laptop,online,90.42
2025-10-17 01:50:08,10.59.249.199,My Laptop,online,0.46
2025-10-17 01:50:38,8.8.8.8,Google DNS,online,75.0
2025-10-17 01:50:38,1.1.1.1,Cloudflare DNS,online,39.25
2025-10-17 01:50:39,10.59.249.15,Geethika's Laptop,online,76.75
2025-10-17 01:50:39,10.59.249.199,My Laptop,online,0.84
2025-10-17 01:51:09,8.8.8.8,Google DNS,online,54.08
2025-10-17 01:51:09,1.1.1.1,Cloudflare DNS,online,49.98
2025-10-17 01:51:09,10.59.249.15,Geethika's Laptop,online,73.52
2025-10-17 01:51:09,10.59.249.199,My Laptop,online,0.25
2025-10-17 01:51:39,8.8.8.8,Google DNS,online,68.67
2025-10-17 01:51:39,1.1.1.1,Cloudflare DNS,online,76.33
2025-10-17 01:51:39,10.59.249.15,Geethika's Laptop,online,52.51
2025-10-17 01:51:39,10.59.249.199,My Laptop,online,0.27
2025-10-17 01:52:09,8.8.8.8,Google DNS,online,53.53
2025-10-17 01:52:09,1.1.1.1,Cloudflare DNS,online,46.21
